Marca temporal,Alumno encuestador ,Sexo,Edad,Carrera,Ciclo:,¿Cuántas asignaturas cursas actualmente?,¿Recibes algún apoyo económico para estudiar UTEC?,¿Consume café?, En promedio ¿Cuántas tazas de café consumes en un día?,"Antes de ser alumno de UTEC, ¿cuántas tazas de café consumías al día aproximadamente?","Durante un día de exámenes, ¿Cuántas tazas de café consumes?",¿Con qué frecuencia tomas café diariamente?,¿Cuál fue tu promedio ponderado en el ciclo 2024-1? (Tal cual aparece en tu intranet de estudiante).,¿Dedicas tiempo extra al estudio cuando consumes café? ¿Cuánto?,Si tuvieras que describir tu rendimiento académico cuando consumes café ¿Cómo sería?,¿Cuál es tu estado de ánimo después de consumir café?,¿Cuál es el motivo por el que consumes café?,¿Consideras que vives muy lejos de la UTEC? sí/no,¿Qué intensidad de café prefieres?,¿A qué temperatura consumes tu café?,¿Cuál es el monto máximo que estás dispuesto a gastar en una buena taza de café? (en soles),¿Cuánto gastas en café a la semana?,¿Cuántas horas duermes en promedio aquellos días que tomas café? ,Tiempo aproximado entre cada taza de café que consumes. (Medido en horas),En promedio ¿Cuántas horas descansas por día?,¿Cuál es la cantidad máxima de horas antes de dormir en la que consumirías café? ,¿Cuál es el nivel de dependencia al café para mantenerte despierto durante las noches de estudio?,¿Cómo crees que te afecta el consumo de café?,¿Con qué frecuencia consumes café por la noche?,¿Qué tan frecuente te reúnes a tomar café con tus amigos?,¿Cuántas veces sueles ir a cafeterías a la semana? ,¿Cuántas cucharadas de azúcar le echas a una taza de café?,¿Te gusta acompañar el café con otros alimentos?,¿Cuántas horas duermes por la noche en promedio cuando consumes café?,¿Tu nivel de estrés cambia cuándo consumes café?,Si la respuesta anterior fue sí. ¿Cómo ha cambiado tu nivel de estrés después de consumir café?,"En una escala del 1 al 5, ¿Cómo calificarías el nivel de energía que sientes después de consumir café?
1: No me brinda nada de energía
3: Neutral
5: Me brinda mucha energía",¿Consideras que el consumo de café tiene algún efecto en tu bienestar físico o mental?,¿En qué lugar consumes café con mayor frecuencia?,¿En qué momento del día consumes café con mayor frecuencia?,¿En qué tipo de establecimiento compras café con mayor frecuencia?,¿Qué tipo de café prefieres tomar en tus jornadas de estudio?,¿Tu consumo de café cambió al ingresar a la universidad?
9/22/24 10:11,11,Masculino,17,Ingeniería Electrónica,6,6,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/24 10:13,11,Femenino,20,Administración y negocios digitales,3,5,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/24 10:25,23,Masculino,20,Ciencia de datos,4,5,Ninguno,Sí,1,0,3,Siempre,14.01,Entre 20 a 40 minutos,Puede Mejorar,Despierto,Aumento de energía,SÍ,Fuerte,Alta,2.5,0,7.5,"<2,4]",8,3,Baja,Me afecta positivamente,A veces,Nunca,0,3,No,8,No,Neutro,4,"Sí, afecta tanto mi bienestar físico como mental",En casa,En la mañana,Hago mi propio café,Café pasado,Aumentó
9/22/24 10:26,11,Masculino,24,Administración y negocios digitales,4,6,Ninguno,Sí,1,1,1,Siempre,15,No dedico tiempo extra,Bueno,Tranquilo,Reducción de la Fatiga,No,Fuerte,Media,20,100,6,"<6,8]",6,7,Moderada,Me afecta positivamente,Rara vez,Algunas veces,4 a más,2,Sí,6,Sí,Neutro,4,"Sí, afecta mi bienestar mental",En la universidad,En la tarde,"""Bodegas"" como Listo, Tambo, etc",Capuccino,Aumentó
9/22/24 10:52,94,Masculino,18,Ingeniería Civil,4,5,Semi-beca,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/24 11:23,44,Masculino,19,Ingeniería de la Energía,2,6,Ninguno,Sí,2,0,2,A veces,16,Más de 40 minutos,Regular,Ansioso,"Aumento de energía, Aumento de concentración, Estímulo de creatividad",sii,Fuerte,Baja,5,4,8,"<6,8]",8,4,Moderada,Me afecta positivamente,Rara vez,Algunas veces,3,2,A veces,8,Sí,Neutro,4,"Sí, afecta mi bienestar mental",En la universidad,En la tarde,Cafetería Artesanal,"Café Americano, Café pasado, Café Irlandés",Aumentó
9/22/24 11:27,44,Masculino,17,Ingeniería Industrial,2,6,Ninguno,Sí,2,0,3,A veces,No recuerdo ,Entre 20 a 40 minutos,Bueno,Concentrado,"Reducción de la Fatiga, Aumento de concentración",Si,Medio,Media,5,6,4,"<2,4]",7,4,Moderada,No me afecta,Frecuentemente,Rara vez,3,3,A veces,7,No,Aumenta,3,"Sí, afecta tanto mi bienestar físico como mental",En la universidad,En la noche,Starbucks,"Café Irlandés, Mocaccino",Disminuyó
9/22/24 11:42,94,Femenino,18,Ciencia de la Computación,4,5,Ninguno,Sí,2,1,3,A veces,15.7,Más de 40 minutos,Bueno,Despierto,Aumento de energía,No,Medio,Media,6,5,4,"<2,4]",6,2,Baja,No me afecta,A veces,Rara vez,2,1,A veces,4,No,,3,"Sí, afecta mi bienestar físico",En la universidad,No hay horario definido,Hago mi propio café,"Café Americano, Capuccino, Mocaccino",Aumentó
9/22/24 12:09,24,Masculino,20,Ingeniería Ambiental,6,5,Beca,Sí,1,0,2,Rara vez,10.5,Entre 20 a 40 minutos,Bueno,Ansioso,costumbre,si,Medio,Media,10,6,4,más de 8,7,3,Baja,Me afecta negativamente,Rara vez,Nunca,1,2,Sí,4,Sí,Aumenta,3,"Sí, afecta tanto mi bienestar físico como mental",En casa,En la tarde,Hago mi propio café,"Café pasado, Capuccino, Mocaccino",Aumentó mucho
9/22/24 13:55,82,Femenino,20,Administración y negocios digitales,1,7,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/24 14:05,82,Femenino,21,Ingeniería Ambiental,3,5,Semi-beca,Sí,2,0,3,Frecuentemente,14.3,Entre 20 a 40 minutos,Regular,Concentrado,"Aumento de energía, Reducción de la Fatiga",no,Medio,Media,15,50,5,"<1,2]",5,3,Moderada,Me afecta positivamente,Rara vez,Algunas veces,1,2,No,5,No,,4,"Sí, afecta tanto mi bienestar físico como mental",En casa,En la mañana,Hago mi propio café,"Capuccino, Mocaccino",Aumentó
9/22/24 14:46,91,Masculino,20,Ingeniería Mecatrónica,5,7,Ninguno,Sí,0,0,0,Rara vez,15,No dedico tiempo extra,Puede Mejorar,Ansioso,Aumento de energía,No,Medio,Media,4,4,4,más de 8,6,4,Baja,No me afecta,Rara vez,Rara vez,1,1,Sí,5,No,Neutro,3,No afecta mi bienestar,En la universidad,No hay horario definido,"""Bodegas"" como Listo, Tambo, etc",Capuccino,No cambio
9/22/24 15:34,44,Masculino,18,Bioingeniería,3,5,Beca,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/24 15:49,45,Masculino,18,Sistemas de Información,3,4,Ninguno,Sí,2,2,3,Frecuentemente,17,No dedico tiempo extra,Bueno,Concentrado,"Aumento de energía, Aumento de concentración, Estímulo de creatividad",Si,Fuerte,Media,10,5,6,"<6,8]",8,4,Baja,No me afecta,A veces,Rara vez,0,3,Sí,8,No,,3,No afecta mi bienestar,En casa,No hay horario definido,Hago mi propio café,"Café Americano, Capuccino",No cambio
9/22/24 15:53,91,Masculino,19,Ingeniería de la Energía,5,6,Ninguno,Sí,1,1,1,Frecuentemente,18,Más de 40 minutos,Bueno,Concentrado,Aumento de energía,no,Suave,Media,5,20,7,"<1,2]",4,3,Baja,Me afecta positivamente,Frecuentemente,Rara vez,1,3,Sí,7,No,,4,No afecta mi bienestar,En casa,En la noche,Cafetería Artesanal,"Capuccino, Mocaccino",No cambio
9/22/24 16:01,23,Femenino,19,Ingeniería Mecatrónica,3,5,Ninguno,Sí,3,0,3,Frecuentemente,15,Entre 20 a 40 minutos,Regular,Ansioso,"Aumento de energía, Reducción de la Fatiga, Aumento de concentración",sí,Suave,Alta,2.5,6,5,"<4,6]",6,8,Baja,Me afecta muy negativamente,Rara vez,Nunca,0,0,Sí,5,Sí,Aumenta,5,"Sí, afecta mi bienestar mental",En la universidad,En la mañana,"""Bodegas"" como Listo, Tambo, etc","Café pasado, Capuccino",Aumentó mucho
9/22/24 16:04,94,Femenino,18,Administración y negocios digitales,4,5,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/24 16:13,82,Masculino,17,Ingeniería Electrónica,2,6,Ninguno,Sí,5,2,20,A veces,13.3,No dedico tiempo extra,Regular,Despierto,"Aumento de energía, Aumento de concentración",si,Fuerte,Alta,25,100,5,"<1,2]",6,2,Moderada,No me afecta,Frecuentemente,Algunas veces,3,1,Sí,5,No,,5,No afecta mi bienestar,En la universidad,No hay horario definido,"""Bodegas"" como Listo, Tambo, etc","Café Americano, Capuccino",Aumentó mucho
9/22/24 18:31,63,Femenino,18,Ingeniería Química,4,6,Semi-beca,Sí,3,4,3,Siempre,1,Más de 40 minutos,Bueno,Concentrado,Aumento de concentración,Si ,Muy Fuerte,Alta,6,25,6,"<1,2]",7,5,Baja,Me afecta positivamente,A veces,Nunca,2,3,A veces,6,No,,4,"Sí, afecta tanto mi bienestar físico como mental",En la universidad,No hay horario definido,"""Bodegas"" como Listo, Tambo, etc",Café Americano,Aumentó mucho
9/22/24 18:33,63,Masculino,20,Ingeniería Industrial,5,5,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/24 18:34,63,Masculino,19,Administración y negocios digitales,4,5,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/24 18:34,63,Masculino,17,Bioingeniería,2,6,Semi-beca,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/24 18:56,15,Masculino,19,Ciencia de la Computación,2,5,Ninguno,Sí,2,1,2,Frecuentemente,13,No se,Regular,Despierto,Aumento de energía,No,Medio,Media,15,0,8,"<4,6]",8,2,Moderada,Me afecta positivamente,Frecuentemente,Rara vez,0,2,No,8,Sí,Neutro,5,"Sí, afecta mi bienestar mental",En casa,En la noche,Hago mi propio café,Café Americano,Aumentó
9/22/24 18:56,15,Femenino,20,Ingeniería Electrónica,3,6,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/24 19:35,91,Femenino,21,Ingeniería Mecatrónica,5,6,Semi-beca,Sí,1,1,2,A veces,11.89,Más de 40 minutos,Bueno,Concentrado,"Aumento de energía, Aumento de concentración, Estímulo de creatividad",No,Medio,Media,10,6,6,"<2,4]",7,2,Moderada,No me afecta,A veces,Algunas veces,2,2,A veces,6,Sí,Neutro,3,"Sí, afecta tanto mi bienestar físico como mental",En la universidad,No hay horario definido,"""Bodegas"" como Listo, Tambo, etc",Café pasado,Aumentó
9/22/24 19:42,85,Masculino,18,Bioingeniería,8,5,Ninguno,Sí,1,2,3,A veces,15,Más de 40 minutos,Excelente,Concentrado,"Reducción de la Fatiga, Aumento de concentración",no,Fuerte,Media,10,12,5,"<2,4]",1,2,Baja,Me afecta negativamente,Frecuentemente,Rara vez,2,2,A veces,6,Sí,Disminuye,5,"Sí, afecta mi bienestar mental",En la universidad,En la noche,"""Bodegas"" como Listo, Tambo, etc","Café Americano, Café pasado, Capuccino, Mocaccino",Aumentó
9/22/24 19:48,91,Femenino,20,Ingeniería Mecatrónica,7,6,Beca,Sí,2,1,3,Siempre,16.5,Más de 40 minutos,Excelente,Despierto,"Aumento de energía, Reducción de la Fatiga, Estímulo de creatividad",No,Medio,Media,8,20,6,"<4,6]",6,1,Moderada,Me afecta muy positivamente,Frecuentemente,Algunas veces,2,1,A veces,6,Sí,Disminuye,4,"Sí, afecta tanto mi bienestar físico como mental",En casa,En la mañana,Starbucks,"Café Americano, Café pasado, Capuccino",Aumentó
9/22/24 20:11,14,Femenino,20,Ingeniería Ambiental,5,7,Beca,Sí,1,1,2,Frecuentemente,14.64,Más de 40 minutos,Bueno,Despierto,Aumento de energía,Si,Suave,Media,20,5,3,más de 8,5,12,Moderada,Me afecta positivamente,A veces,Rara vez,2,2,Sí,3,Sí,Disminuye,4,"Sí, afecta mi bienestar mental",En casa,En la noche,Cafetería Artesanal,Capuccino,Aumentó
9/22/24 20:16,14,Masculino,21,Ingeniería Civil,6,5,Beca,Sí,1,1,3,Rara vez,13.75,Más de 40 minutos,Bueno,Despierto,Aumento de energía,No,Muy suave,Baja,15,5,4,"<6,8]",5,18,Baja,Me afecta positivamente,A veces,Algunas veces,1,1.5,A veces,3,No,Neutro,4,No afecta mi bienestar,En la universidad,En la noche,"""Bodegas"" como Listo, Tambo, etc",Café pasado,Aumentó
9/22/24 20:17,14,Femenino,18,Ingeniería Mecatrónica,2,6,Beca,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/24 21:20,35,Masculino,19,Ingeniería Mecatrónica,2,7,Ninguno,Sí,1,1,0,Rara vez,15,No dedico tiempo extra,Regular,Somnoliento,Aumento de energía,no,Fuerte,Media,15,4,7,más de 8,7,0,Ninguna,No me afecta,Rara vez,Nunca,0,2.5,A veces,7,No,,3,No afecta mi bienestar,En casa,En la noche,Hago mi propio café,"Café Americano, Café pasado",No cambio
9/22/24 21:26,35,Masculino,19,Ciencia de la Computación,3,5,Ninguno,Sí,2,3,1,Frecuentemente,13,Entre 20 a 40 minutos,Regular,Despierto,"Aumento de energía, Reducción de la Fatiga",Si,Medio,Media,25,15,7,"<4,6]",8,0,Baja,No me afecta,A veces,Rara vez,1,3,A veces,7,No,,4,No afecta mi bienestar,En la universidad,En la mañana,Hago mi propio café,"Café Americano, Café pasado, Capuccino",Aumentó
9/22/24 21:39,35,Masculino,17,Ingeniería Mecatrónica,2,6,Semi-beca,Sí,1,0,2,A veces,14.15,Menos de 20 minutos,Bueno,Despierto,Reducción de la Fatiga,Si,Suave,Alta,10,20,5,"<6,8]",7,3,Baja,No me afecta,Rara vez,Nunca,0,2,Sí,6,No,,2,No afecta mi bienestar,En casa,En la noche,Hago mi propio café,"Café Americano, Capuccino, Mocaccino",Aumentó
9/22/24 22:59,82,Masculino,18,Ingeniería Civil,4,5,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/24 23:18,71,Femenino,18,Administración y negocios digitales,2,6,Semi-beca,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/24 23:19,71,Femenino,18,Ingeniería Industrial,4,5,Ninguno,Sí,1,1,2,A veces,15,Más de 40 minutos,Bueno,Despierto,Aumento de energía,si,Medio,Alta,10,15,6,"<4,6]",8,3,Alta,No me afecta,Rara vez,Algunas veces,1,1,Sí,6,No,Neutro,4,"Sí, afecta tanto mi bienestar físico como mental",En la universidad,En la mañana,Starbucks,"Capuccino, Mocaccino",Aumentó
9/22/24 23:20,71,Masculino,19,Ingeniería Mecatrónica,6,6,Ninguno,Sí,2,0,8,Siempre,17.44,No dedico tiempo extra,Excelente,Concentrado,"Aumento de energía, Reducción de la Fatiga",No,Muy Fuerte,Alta,20,50,7,"<2,4]",7,0,Alta,Me afecta positivamente,Frecuentemente,Algunas veces,2,1,A veces,7,No,Aumenta,3,No afecta mi bienestar,En la universidad,En la mañana,Hago mi propio café,"Café Americano, Café pasado",Aumentó
9/22/24 23:21,71,Femenino,19,Administración y negocios digitales,4,5,Ninguno,Sí,3,3,4,Siempre,14,No dedico tiempo extra,Bueno,Feliz,Me gusta,Si,Muy Fuerte,Baja,20,80,6,"<2,4]",6,1,Muy Alta,No me afecta,Siempre,Algunas veces,4 a más,2,A veces,6,No,,3,No afecta mi bienestar,En casa,No hay horario definido,Hago mi propio café,Latte ,No cambio
9/22/24 23:29,75,Masculino,22,Ingeniería Química,6,4,Beca,Sí,2,0,5,Frecuentemente,16.72,90,Bueno,Despierto,Estímulo de creatividad,Sí ,Fuerte,Baja,10,5,7,"<2,4]",7,2,Moderada,No me afecta,Frecuentemente,Rara vez,0,2,A veces,7,No,Neutro,3,No afecta mi bienestar,En la universidad,En la noche,Hago mi propio café,Café Americano,Aumentó
9/22/24 23:29,75,Femenino,21,Ingeniería Ambiental,5,5,Semi-beca,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/24 23:31,71,Femenino,18,Ingeniería Mecatrónica,4,5,Ninguno,Sí,1,0,1,A veces,Quinto Superior,Entre 20 a 40 minutos,Bueno,Despierto,Aumento de energía,No,Medio,Alta,10,10,6,más de 8,5,24,Baja,No me afecta,Rara vez,Nunca,0,1,Sí,6,Sí,Aumenta,4,"Sí, afecta mi bienestar mental",En casa,En la mañana,Hago mi propio café,Café pasado,Aumentó
9/22/24 23:45,73,Masculino,18,Ingeniería Industrial,2,6,Ninguno,Sí,1,0,1,A veces,14.5,No dedico tiempo extra,Bueno,Normal,Reducción de la Fatiga,no,Medio,Alta,5,5,5,más de 8,6,2,Baja,No me afecta,Rara vez,Nunca,0,2,Sí,5,No,,4,No afecta mi bienestar,En casa,En la noche,Hago mi propio café,Café Americano,Aumentó
9/22/24 23:55,71,Femenino,19,Bioingeniería,6,4,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/24 0:03,82,Femenino,17,Ciencia de la Computación,1,7,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/24 2:11,35,Masculino,18,Ingeniería de la Energía,4,6,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/24 6:11,71,Femenino,19,Administración y negocios digitales,4,5,Ninguno,Sí,1,1,2,A veces,16.6,Menos de 20 minutos,Bueno,Somnoliento,"Aumento de energía, Aumento de concentración",Si,Medio,Baja,15,0,8,más de 8,2,5,Ninguna,No me afecta,Rara vez,Nunca,0,3,A veces,8,No,,3,No afecta mi bienestar,En casa,En la tarde,Hago mi propio café,"Café pasado, Frapuccino",No cambio
9/23/24 6:35,71,Femenino,18,Ingeniería Industrial,2,5,Ninguno,Sí,2,0,4,Frecuentemente,Buen,Menos de 20 minutos,Bueno,Concentrado,Aumento de concentración,No,Medio,Media,30,50,2,"<4,6]",6,3,Baja,No me afecta,A veces,Rara vez,2,3,A veces,4,No,Aumenta,3,"Sí, afecta tanto mi bienestar físico como mental",En el trabajo,En la tarde,Starbucks,"Café Americano, Capuccino, Mocaccino",No cambio
9/23/24 8:17,65,Masculino,18,Ingeniería Civil,2,6,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/24 8:18,65,Femenino,19,Ingeniería Ambiental,3,5,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/24 8:18,65,Femenino,18,Ingeniería Mecánica,3,5,Semi-beca,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/24 8:19,65,Masculino,18,Ingeniería Industrial,3,6,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/24 8:19,65,Masculino,18,Ingeniería Mecánica,3,6,Beca,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/24 8:20,65,Masculino,18,Ingeniería Electrónica,3,6,Semi-beca,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/24 8:20,65,Femenino,18,Ciencia de datos,3,6,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/24 8:22,53,Masculino,20,Ingeniería Civil,4,5,Ninguno,Sí,2,0,3,A veces,16,Más de 40 minutos,Excelente,Despierto,"Aumento de energía, Reducción de la Fatiga, Estímulo de creatividad",No,Medio,Media,6,18,5,"<4,6]",6,3,Moderada,Me afecta muy positivamente,A veces,Nunca,1,1,A veces,5,Sí,Neutro,4,No afecta mi bienestar,En la universidad,No hay horario definido,"""Bodegas"" como Listo, Tambo, etc",Café Americano,Aumentó
9/23/24 8:22,65,Femenino,20,Ingeniería Química,5,5,Semi-beca,Sí,3,2,3,A veces,12.32,Más de 40 minutos,Regular,Despierto,"Aumento de energía, Reducción de la Fatiga, Aumento de concentración",si,Fuerte,Media,7,30,7,"<6,8]",7,3,Moderada,Me afecta positivamente,Rara vez,Rara vez,1,1,A veces,7,No,,3,"Sí, afecta mi bienestar mental",En casa,En la mañana,Hago mi propio café,Café pasado,Aumentó
9/23/24 8:23,53,Femenino,18,Bioingeniería,2,6,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/24 8:24,65,Masculino,18,Ingeniería Mecánica,3,6,Ninguno,Sí,1,0,2,Rara vez,15.62,Entre 20 a 40 minutos,Regular,Despierto,"Aumento de energía, Reducción de la Fatiga, Aumento de concentración",si,Fuerte,Alta,10,20,6,más de 8,6,2,Moderada,Me afecta positivamente,A veces,Nunca,1,1,A veces,6,No,,4,"Sí, afecta tanto mi bienestar físico como mental",En la universidad,En la tarde,Starbucks,Café Americano,No cambio
9/23/24 8:27,65,Masculino,21,Ciencia de la Computación,7,5,Ninguno,Sí,4,2,4,Frecuentemente,16.02,Más de 40 minutos,Bueno,Despierto,"Aumento de energía, Reducción de la Fatiga, Aumento de concentración",no,Fuerte,Alta,10,40,6,"<4,6]",7,3,Moderada,Me afecta muy positivamente,Frecuentemente,Rara vez,2,2,Sí,7,No,,4,"Sí, afecta tanto mi bienestar físico como mental",En casa,En la tarde,Hago mi propio café,Café Irlandés,Aumentó
9/23/24 8:27,71,Femenino,18,Administración y negocios digitales,3,5,Beca,Sí,1,0,2,A veces,17,Entre 20 a 40 minutos,Bueno,Despierto,"Aumento de energía, Reducción de la Fatiga, Aumento de concentración",Sí,Suave,Media,8,20,7,"<4,6]",7,8,Moderada,Me afecta positivamente,Rara vez,Algunas veces,2,1,Sí,7,No,,4,"Sí, afecta mi bienestar mental",En la universidad,En la tarde,Hago mi propio café,Capuccino,Aumentó mucho
9/23/24 8:37,71,Femenino,19,Administración y negocios digitales,6,5,Ninguno,Sí,2,1,3,Siempre,15.2,Más de 40 minutos,Puede Mejorar,Despierto,"Aumento de energía, Reducción de la Fatiga",si,Fuerte,Alta,5,35,5,"<2,4]",6,6,Muy Alta,Me afecta positivamente,A veces,Algunas veces,4 a más,2,A veces,5,Sí,Aumenta,4,"Sí, afecta mi bienestar mental",En la universidad,En la mañana,Starbucks,Capuccino,Aumentó mucho
9/23/24 8:44,71,Femenino,18,Administración y negocios digitales,2,5,Ninguno,Sí,2,0,5,Frecuentemente,14.7,Entre 20 a 40 minutos,Puede Mejorar,Ansioso,Aumento de energía,si,Medio,Baja,8,40,7,"<6,8]",7,10,Moderada,Me afecta positivamente,Frecuentemente,Algunas veces,3,2,Sí,7,Sí,Aumenta,3,"Sí, afecta mi bienestar mental",En casa,En la noche,Starbucks,Café Americano,Aumentó
9/23/24 9:08,44,Femenino,18,Ingeniería Ambiental,3,6,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/24 9:11,54,Femenino,22,Ingeniería Industrial,5,4,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/24 9:11,82,Masculino,19,Ciencia de datos,3,5,Ninguno,Sí,5,3,25,Frecuentemente,15.6,Más de 40 minutos,Bueno,Concentrado,"Aumento de energía, Estímulo de creatividad",No,Suave,Media,18,50,5,"<2,4]",5,6,Moderada,No me afecta,Rara vez,Rara vez,2,1.5,A veces,5,Sí,Disminuye,5,"Sí, afecta tanto mi bienestar físico como mental",En la universidad,No hay horario definido,Hago mi propio café,Kopi luwak,Aumentó mucho
9/23/24 9:11,44,Masculino,22,Ingeniería de la Energía,5,5,Ninguno,Sí,3,2,4,Frecuentemente,15,Más de 40 minutos,Excelente,Despierto,"Aumento de energía, Reducción de la Fatiga",no,Medio,Media,20,30,7,"<2,4]",6.5,3,Muy Alta,Me afecta muy positivamente,Frecuentemente,Rara vez,4 a más,3.5,Sí,7,Sí,Disminuye,4,"Sí, afecta mi bienestar físico",En la universidad,No hay horario definido,Hago mi propio café,"Café Americano, Café pasado, Café Irlandés",No cambio
9/23/24 9:12,12,Masculino,19,Ingeniería Mecánica,3,7,Ninguno,Sí,2,1,2,Rara vez,14.45,Entre 20 a 40 minutos,Bueno,Despierto,"Aumento de energía, Aumento de concentración",no,Fuerte,Media,10,20,6,"<6,8]",7,3,Moderada,Me afecta positivamente,Rara vez,Nunca,1,2,Sí,6,No,Neutro,4,"Sí, afecta tanto mi bienestar físico como mental",En la universidad,En la mañana,Starbucks,Café Americano,Aumentó
9/23/24 9:14,54,Masculino,21,Ingeniería Química,4,4,Semi-beca,Sí,4,2,3,A veces,14.8,Más de 40 minutos,Excelente,Despierto,"Aumento de energía, Aumento de concentración, Estímulo de creatividad",sí,Fuerte,Alta,35,40,8,"<4,6]",7,3,Baja,No me afecta,A veces,Algunas veces,1,2,No,6,Sí,Disminuye,4,"Sí, afecta mi bienestar físico",En casa,En la noche,Hago mi propio café,"Café Americano, Capuccino, Mocaccino",Aumentó
9/23/24 9:15,44,Masculino,19,Ingeniería de la Energía,3,6,Ninguno,Sí,2,2,2,Rara vez,16,No dedico tiempo extra,Regular,Concentrado,"Reducción de la Fatiga, Aumento de concentración, Estímulo de creatividad",si,Fuerte,Baja,20,10,7,"<4,6]",8,6,Alta,Me afecta positivamente,A veces,Algunas veces,3,1.5,No,8,Sí,Disminuye,4,"Sí, afecta tanto mi bienestar físico como mental",En la universidad,En la noche,"""Bodegas"" como Listo, Tambo, etc","Café pasado, Capuccino, Mocaccino",Aumentó
9/23/24 9:16,14,Masculino,19,Ciencia de datos,4,6,Ninguno,Sí,2,1,3,A veces,16.45,Más de 40 minutos,Bueno,Concentrado,Aumento de concentración,no,Fuerte,Media,25,10,3,más de 8,4,6,Moderada,Me afecta positivamente,A veces,Algunas veces,3,2,Sí,3,No,Aumenta,4,No afecta mi bienestar,En la universidad,En la noche,"""Bodegas"" como Listo, Tambo, etc","Café Americano, Capuccino",Aumentó
9/23/24 9:19,54,Masculino,21,Ingeniería Electrónica,6,7,Beca,Sí,1,0,2,A veces,17.2,Entre 20 a 40 minutos,Excelente,Despierto,Aumento de energía,sí,Medio,Media,5,0,6,"<1,2]",5,2,Moderada,Me afecta positivamente,Rara vez,Nunca,0,1,Sí,6,No,,3,No afecta mi bienestar,En la universidad,En la tarde,"""Bodegas"" como Listo, Tambo, etc",Café Americano,No cambio
9/23/24 9:20,12,Masculino,19,Ciencia de datos,2,6,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/24 9:21,54,Masculino,19,Ingeniería Mecatrónica,2,5,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/24 9:22,54,Femenino,18,Bioingeniería,1,7,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/24 9:23,23,Masculino,18,Ciencia de la Computación,3,6,Beca,Sí,1,1,2,Frecuentemente,16.1,Más de 40 minutos,Bueno,Concentrado,"Aumento de energía, Estímulo de creatividad",si,Medio,Media,2,3,7,"<4,6]",6,8,Moderada,Me afecta positivamente,Rara vez,Algunas veces,1,2,Sí,7,Sí,Neutro,5,"Sí, afecta mi bienestar físico",En casa,En la noche,"""Bodegas"" como Listo, Tambo, etc",Café Americano,Aumentó
9/23/24 9:34,23,Masculino,19,Ciencia de la Computación,3,6,Beca,Sí,2,3,10,Frecuentemente,16.65,Más de 40 minutos,Bueno,Concentrado,Estímulo de creatividad,sí,Medio,Alta,6,40,7,"<1,2]",12,4,Ninguna,No me afecta,Rara vez,Algunas veces,0,0,Sí,6,No,,4,No afecta mi bienestar,En casa,En la tarde,Cafetería Artesanal,Café pasado,No cambio
